countries,ABW,AFG,AGO,ALB,ARE,ARG,ARM,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COG,COL,COM,CPV,CRI,CUB,CYP,CZE,DEU,DJI,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIN,GLP,GMB,GNB,GNQ,GRC,GRD,GTM,GUF,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNG,MOZ,MRT,MTQ,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PYF,QAT,REU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,STP,SUR,SVK,SVN,SWE,SWZ,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
SOM,0,0,0,0,3152,0,0,1648,275,0,0,188,0,0,0,1,457,0,0,0,0,0,0,0,0,0,0,0,2966,1120,1,0,0,0,0,0,0,0,0,0,4,22,664,1991,1361,0,9740,0,9027,0,0,0,0,0,3675,0,284,0,0,32690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,112,0,0,0,0,3425,0,0,0,0,100646,0,0,0,0,0,0,0,4593,0,0,0,1,1,4,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,221,0,0,0,0,1,1371,8468,0,322,0,0,1,0,0,0,8,0,0,0,0,0,892,0,2,0,0,9,0,0,0,0,0,0,0,0,5,2,17193,28,880,0,0,42,0,0,0,0,0,10,218,7880,0,0,28767,0,0,0,0,0,0,48666,7712,0,0
STP,0,0,2730,0,0,0,0,1,0,0,105,1,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,9,0,0,0,0,14,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,55,0,63,3,0,0,0,0,0,0,669,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,3241,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,7,0,0,0,0,0,0,0,15,0,0
SUR,209,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,13,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,9493,0,0,0,0,0,0,1,0,0,0,1,0,0,3075,845,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0
SVK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SVN,0,0,0,193,0,0,0,0,515,0,0,220,0,0,0,14,0,0,0,0,0,1,26,0,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,0,2,174,4136,0,82,0,0,6,0,0,0,351,0,0,11,0,0,0,0,6424,0,0,0,0,0,0,0,190,0,0,0,0,0,0,2449,0,118,0,0,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,160,5,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,0,0,1,0,0,0,54,0,0,11,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,118,0,175,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0
SWE,0,0,0,0,0,0,0,464,404,5,0,589,0,0,0,51,0,0,0,192,0,14,12,0,0,0,28,0,0,1012,0,0,0,0,0,7,0,0,0,0,148,337,1128,0,1499,0,48,46,26,0,0,3584,145,0,9511,0,5,0,0,5273,0,0,0,0,0,0,0,279,0,0,0,0,0,0,16,0,446,0,0,405,0,0,211,0,1683,0,0,0,35,0,0,0,0,0,0,0,60,0,0,0,0,61,417,291,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,81,6502,0,33,0,0,8,0,68,0,635,0,0,36,1,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,80,75,0,0,0,0,0,0,0,1,0,0,0,964,0,4,38,0,0,7,0,0,0,0,0,0,13,0,0
SWZ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,12463,0,0
SYR,0,0,0,0,28803,0,878,3344,1294,0,0,1016,0,0,48,889,3788,0,1,0,0,20,0,0,0,0,0,0,8335,1481,95,0,0,0,0,0,0,0,2,8,1551,509,24804,0,1080,31,11517,78,7085,0,0,1797,0,0,281,0,6508,0,5,0,0,26,0,84,0,0,0,3815,0,26,0,0,0,2,0,0,761,67,0,57,0,690,10,4350,2337,0,68488,0,0,0,0,0,0,1748,0,26491,0,5441,12,1,0,13,1,16,0,364,0,0,0,3,0,0,78,0,0,0,137,36,0,0,0,0,0,0,0,3,3184,1486,0,173,0,0,52,0,25,0,409,0,0,5,17,0,7484,0,1686,0,13988,0,0,0,0,0,0,0,0,0,118,16,10988,0,0,0,0,1,0,0,0,0,0,3543,0,0,0,0,22566,61,0,4787,36,0,0,432,60,0,0
TCD,0,0,20,0,2238,0,0,67,38,0,69,410,397,0,0,6,283,0,0,0,0,3,8,0,0,0,1,30587,656,429,6,0,0,37465,5202,4,0,1,0,0,4,17,592,0,47,1,134,5,175,0,0,353,0,0,40,0,7269,0,1223,583,0,28,0,0,0,0,31,35,0,0,0,0,0,0,0,0,15,0,0,34,0,0,0,99,728,0,6,5,0,1,0,0,2,215,0,0,10,221,0,0,0,0,5,0,0,1,0,10,0,2,0,0,2,0,0,0,71,0,1,0,0,0,16,137,12431,0,132,47,0,8,0,0,1,0,1,0,12,0,0,5,0,0,561,11,118,7,1756,13053,1,0,0,1,0,0,147,1,140,1,123,0,0,0,31,0,0,0,0,0,2,23,74,24,0,0,1895,0,0,1,5,0,0,0,159,0,0
TGO,0,0,5,0,0,0,0,79,27,0,56,423,7744,0,0,0,0,0,0,0,0,1,2,0,0,0,0,44,260,352,0,0,0,0,446,1,0,0,0,0,0,5,515,0,21,1,0,1,1,0,0,98,0,0,15,0,3132,0,603,0,0,16177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,1,0,859,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,1848,0,177,18,0,2,0,0,0,0,0,0,5,0,0,14,0,0,0,0,2,1,0,0,0,0,0,0,0,0,8,0,0,1,46,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,77,0,0,0,0,0,0,0,7,1,0
THA,0,0,0,0,3738,1,0,23377,1848,0,0,1664,0,0,21,17,508,1,0,1,0,12,276,0,2928,13,8,3,3921,7880,10,7021,0,1,7,9,0,0,1,0,136,785,35066,0,5015,2,326,30,361,0,0,979,0,0,4286,1,6396,0,0,657,0,1,0,0,0,0,4,206,0,1,0,0,3732,0,2,1,416,5312,19,210,5,0,572,137,4830,0,10,11061,4,0,0,0,13317,145,434,0,1,383,0,0,0,11,57,15,31,0,2,12,0,104,0,0,28,2,5,0,1,0,3,0,1287,0,49,0,0,0,5042,7869,2,2120,3,0,62,3,236,0,161,0,336,162,4,0,997,15,240,1,1052,0,0,5867,1,0,1,0,0,0,49,119,17322,0,2,0,0,0,0,0,0,0,0,337,3,4,0,1,68083,1,0,18,147,2,0,0,361,0,0
TJK,0,0,0,3,9,0,0,54,80,1158,0,157,0,0,0,318,1,0,0,1912,0,3,4,0,0,0,0,0,362,198,1,33,0,0,20,2,0,7,0,0,65,753,4648,0,39,0,81,13,60,0,0,678,173,0,29,0,377,0,0,56,326,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,43,0,0,5,1029,0,2,29,1164,0,0,0,67961,0,602,0,21,0,0,0,0,19,0,0,0,164,0,209,0,0,956,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,158,238,0,16,0,0,0,0,1,0,33,0,4,55,0,0,2,0,191828,0,3,0,0,0,0,0,0,0,0,0,25,7,251,0,2,0,0,0,0,662,0,0,0,175,0,2,14147,0,521,4263,0,0,0,0,0,0,21,0,0
TKM,0,0,0,1,0,0,0,14,57,404,0,60,0,0,0,209,0,0,0,725,0,1,10,0,0,0,0,0,51,107,0,7,0,0,6,1,0,2,0,0,29,393,1068,0,20,0,5,9,6,0,0,369,65,0,18,0,105,0,0,68,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,36,0,0,3,1655,0,3,912,734,0,0,0,7192,0,0,0,0,0,0,0,0,0,0,0,0,64,2,67,0,0,210,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,95,0,4,0,0,0,0,1,0,45,0,1,62,0,0,0,0,37122,0,0,0,0,0,0,0,0,0,0,0,19,7,135,0,0,0,0,0,0,0,0,0,0,516,1,1,4727,0,1,283,0,0,0,0,0,0,9,0,0
TON,0,0,0,0,0,0,0,1918,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,35,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4911,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525,0,0,0,0,7,0,0,0,0,0
TTO,2,0,0,0,0,0,0,113,10,0,0,0,0,0,0,0,0,0,0,0,0,2,86,518,0,0,0,0,2587,54,0,0,0,0,0,11,0,0,0,0,3,3,48,0,16,1,0,29,0,0,0,35,0,0,8,0,143,0,0,16000,0,0,0,0,0,0,0,2,69,0,0,187,0,0,0,0,4,0,0,7,0,0,0,0,71,228,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,0,20,0,0,16,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168,0,345,103,0,0,0,0,3,0,0
TUN,0,0,0,0,142,0,0,0,124,0,0,202,0,0,0,19,24,0,0,0,0,0,15,0,0,0,0,0,202,997,0,0,0,0,0,0,0,0,0,0,1,249,904,0,21,0,252,3,12,0,0,315,0,0,86,0,13535,0,0,976,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,29,0,0,0,0,0,1,35,2969,0,10,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,12,0,135,0,0,23,0,0,48,0,2,0,0,0,0,0,0,0,0,0,0,0,28,12,327,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,1,8,0,0
TUR,1,0,0,0,5113,0,0,671,29004,548,2,798,0,0,0,1803,787,0,0,0,0,2,0,0,0,0,0,0,1780,8380,0,0,0,0,0,3,0,0,0,0,206,1407,61529,0,2050,0,174,17,95,0,0,10119,0,0,1919,0,3226,0,0,14960,191,0,0,0,0,0,0,742,0,2,0,0,0,0,0,0,658,0,0,1,446,1484,20,3300,9254,0,0,0,30791,0,348,0,0,0,0,0,2,0,0,0,0,76,55,97,0,0,322,0,0,0,13123,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,742,2093,0,82,0,0,10,0,0,0,470,0,0,334,1,0,1545,0,2515,0,0,0,0,0,0,0,0,0,0,0,127,70,7020,0,0,0,0,0,0,313,0,0,0,0,0,1,0,0,0,2043,0,5,0,0,0,0,226,0,0
TZA,0,0,210,0,0,0,0,548,0,0,294595,242,0,0,0,2,0,0,0,0,0,1,8,0,0,0,0,0,0,25,0,0,0,0,703,0,0,0,0,0,0,4,0,0,30,0,0,1,0,0,0,0,0,0,48,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,290,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6583,0,0,0,0,0,0,0,0,0,0,1,0,713,18,0,0,0,0,0,0,0,0,0,0,0,6055,0,0,0,0,0,0,0,0,0,0,546,65,0
UGA,0,0,23,0,0,0,0,21,0,0,1230,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,153,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,9,0
UKR,0,0,0,0,0,0,0,0,244,855,0,86,0,0,0,1780,0,0,0,11299,0,6,93,0,0,0,0,0,0,1286,0,0,0,0,0,5,0,0,0,0,326,61138,24478,0,2023,0,34,51,3,0,0,20269,1082,0,312,0,1536,0,0,353,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,5393,0,0,0,3,0,55,0,51577,0,0,0,7447,0,0,0,0,0,0,0,0,0,0,0,0,675,3,334,0,0,944,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,166,780,0,8,0,0,14,0,0,0,50,0,0,8467,0,0,0,0,100101,0,0,0,0,0,0,0,0,0,0,0,2217,390,1191,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0
URY,0,0,2,0,1,1,0,432,101,0,0,124,0,0,0,44,0,6,0,0,0,210,1,0,0,0,2,1,1028,415,86,0,0,0,1,237,0,4,5,0,5,32,170,0,76,97,5,921,5,0,0,33763,0,0,61,0,314,0,0,265,0,0,0,0,0,0,36,14,0,25,0,0,1,2,0,61,51,0,0,68,0,0,11,2200,4904,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,14,18,6,0,0,1,1,0,323,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,75,89,0,166,0,0,128,0,33,0,209,0,0,156,622,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,24,5,374,0,0,0,0,0,0,0,0,0,0,89,2,2,0,0,7926,0,0,546,0,0,0,0,115,0,0
USA,581,0,1045,3226,4530,21,0,39044,28405,893,1536,18602,10,0,0,4489,1035,27,430,2092,1069,2505,6442,575,60,12,768,277,96074,48262,1728,11317,0,16,499,7143,2,236,1423,20,4167,29070,105286,0,9962,1338,2037,29496,1390,0,4,189955,795,0,6903,3,32583,0,38,140824,1,207,0,118,0,15,116,34629,14,1663,0,402,130,561,2710,561,18801,1165,0,9581,145,8,4754,64692,255654,1709,441,6876,41206,11,4,0,17775,12,0,118,13221,528,241,0,30,2011,5925,1100,0,10,477,213,0,193379,1055,0,433,0,324,0,119,0,72,0,0,0,648,0,0,2,13085,22454,0,9709,0,0,3529,0,1251,38,21134,0,646,8558,693,41,1709,133,40228,722,0,0,0,5669,8,0,508,0,2,1007,6270,3507,18933,83,716,0,51,32327,17,7,4,651,41,46767,1026,906,19157,860,0,117,166,16664,531,16,0,0,15712,14,0
UZB,0,0,0,3,0,0,0,229,379,3352,0,915,0,0,0,573,0,0,0,2022,0,3,17,0,0,0,2,0,525,698,0,24,0,0,15,3,0,5,0,0,95,3019,4596,0,197,0,17,25,15,0,0,1851,205,0,107,0,747,0,0,527,0,0,0,0,0,0,0,863,0,0,0,0,0,0,1,0,240,0,0,25,105,0,21,78,3901,0,0,0,147422,0,487,0,4942,0,0,0,0,0,0,0,0,265,13,249,0,0,2437,1,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,149,451,0,46,0,0,2,0,7,0,397,0,3,757,0,0,0,0,299656,1,0,0,0,0,0,0,0,0,0,0,97,32,1370,0,0,0,0,0,0,1092,0,0,0,2346,4,2,35838,0,9373,0,0,0,0,0,0,0,39,0,0
VCT,35,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1329,0,0,0,0,1895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,82,0,1,0,0,1,0,0,0,0,0,0,0,14,46,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,18,0,0,0,0,0,0,0
VEN,148,0,0,0,0,3,0,640,71,0,1,10,0,0,0,16,0,0,0,1,0,55,1,0,0,0,0,0,849,525,0,0,0,0,0,6768,0,0,0,0,12,110,196,0,87,0,3,3950,3,0,0,27359,0,0,45,0,951,0,0,88,0,0,0,0,0,0,0,53,0,2,0,211,0,0,0,0,59,0,0,7,0,0,15,133,18004,0,1,0,30,0,0,0,0,0,0,0,0,0,7,0,0,8,5,17,0,0,0,0,0,1715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,223,222,0,12,0,0,2144,0,0,0,57,0,0,7,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,21,14,192,0,2,0,0,0,0,0,0,0,0,25,1,1,11,0,11808,1,0,0,0,0,0,0,44,0,0
VNM,0,0,0,0,125,0,0,39233,811,59,0,446,0,0,0,323,100,0,0,105,0,1,68,0,0,0,0,0,31364,2843,1,4324,0,0,0,3,0,0,0,0,22,46158,33130,0,2358,9,0,34,0,0,0,328,0,0,1956,0,28410,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,1087,0,0,0,1489,0,0,138,0,0,234,0,1923,0,0,9265,0,0,31,0,39002,10,1792,0,0,0,0,0,0,24,16,6,3,0,59,19,0,23,0,0,1,0,133,0,0,0,0,0,91,0,153,0,0,0,6381,3564,0,1267,3,0,18,0,0,0,1755,0,327,23,0,0,32,0,1136,0,77,0,0,2,10,0,0,0,0,0,943,3,4535,0,0,0,0,5658,0,34,0,0,0,14,0,0,0,0,172530,219,0,2,0,0,0,8,29,0,0
VUT,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WSM,0,0,0,0,0,0,0,4620,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,10,5,0,2,0,0,0,1,0,0,0,0,1,1,3,0,4,0,0,1,0,0,0,2,0,0,2,2,4,0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,2,9,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,10921,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,52,0,0,7,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0
YEM,0,0,0,0,79636,0,0,251,35,0,0,1,0,0,0,31,10639,0,0,0,0,1,1,0,0,0,0,36,579,210,0,0,0,0,0,2,0,0,0,5,6,181,1003,41,59,1,2734,2,3053,330,0,0,0,11,24,0,2,0,0,27,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,156,0,0,13,0,156,1,12891,145,0,494,0,0,4,0,0,0,3917,0,64,0,3488,0,0,0,0,0,0,0,224,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,2,202,147,0,32,0,0,1,0,0,0,82,0,0,1,0,0,20951,0,344,0,30126,0,0,0,0,0,0,4,0,0,19,7,466,0,383,0,0,0,0,0,0,0,0,42,0,13,0,0,20903,0,0,0,0,0,0,0,39,0,0
ZAF,0,0,1760,0,0,0,0,38224,480,0,0,181,0,0,0,64,7,0,0,0,0,6,714,0,0,0,4013,0,5097,1548,4764,0,0,0,0,12,0,0,2,0,1197,318,2397,0,438,17,51,72,41,0,0,581,0,0,272,0,1393,0,0,45968,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,114,0,0,517,0,0,13,3490,2281,0,0,0,2,0,0,0,442,0,0,0,27,1,3,0,25,7,8,8,0,0,0,0,0,43,0,0,12,0,0,0,0,0,128,0,0,2138,0,0,0,0,1559,331,0,10525,0,0,3,3,0,0,179,0,0,1003,24,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,26,15,652,1553,0,0,0,0,0,0,0,0,0,89,186,0,1,0,11519,0,0,10,0,0,0,0,0,0,0
ZMB,0,0,54983,0,0,0,0,72,13,0,13644,191,0,0,0,1,0,0,0,0,0,1,3,0,0,0,147,15,114,276,1,0,0,0,2622,4,0,0,0,0,1,41,45,0,12,0,0,11,2,0,0,75,0,0,65,0,639,0,0,679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,2,15,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,63,1234,0,0,0,0,0,0,0,0,0,0,0,0,64,20,0,0,0,0,0,0,0,0,0,5,608,3368,0,0,1,0,0,2,5,0,0,0,6372,0,0
ZWE,0,0,417,0,244,1,0,45127,404,0,1994,37,0,0,93,88,39,10,0,1,1,23,397,23,3,0,26254,1,11903,1817,610,50,0,0,39,28,0,0,2,0,727,109,344,0,641,9,13,55,62,505,0,1021,0,0,208,6,1273,0,0,130647,0,12,0,1,0,0,0,233,0,1,0,4,22,0,0,0,93,51,0,2032,0,0,25,715,2071,19,1,15,0,53,0,0,85,0,0,0,0,0,7,0,179,19,9,16,0,0,0,7,0,25,0,0,54,0,0,48964,0,0,48,31534,0,8732,0,0,0,1,1974,581,0,13906,0,0,16,9,0,0,417,0,3,13185,4,0,77,0,262,130,0,0,0,0,0,0,4,0,0,0,39,19,871,1477,0,0,0,27,0,0,0,5,0,153,8425,443,0,0,20637,1,3,28,7,1,0,0,495779,18970,0
